noise_level,model,fold,macro_f1,weighted_f1,soft_precision,soft_recall,soft_f1,soft_support,medium_precision,medium_recall,medium_f1,medium_support,hard_precision,hard_recall,hard_f1,hard_support,n_train,n_val,train_videos,val_videos,chunk_macro_f1,chunk_weighted_f1,chunk_acc,n_chunks
low,xgb,2,0.42082369756553567,0.421834440003001,0.5,0.39933993399339934,0.44403669724770645,909.0,0.3239719157472417,0.3968058968058968,0.35670900055218113,814.0,0.4617253948967193,0.4617253948967193,0.4617253948967193,823.0,5531.0,2546.0,15.0,5.0,,,,
low,xgb,3,0.39464266469832077,0.39519273495885954,0.4605543710021322,0.40298507462686567,0.4298507462686567,536.0,0.37486800422386485,0.5306427503736921,0.43935643564356436,669.0,0.4005167958656331,0.2591973244147157,0.3147208121827411,598.0,6274.0,1803.0,16.0,4.0,,,,
low,xgb,4,0.4593161177991292,0.4550862264480577,0.4117647058823529,0.6645569620253164,0.5084745762711864,316.0,0.43014705882352944,0.2846715328467153,0.34260614934114203,411.0,0.5677966101694916,0.49144254278728605,0.526867627785059,409.0,6941.0,1136.0,17.0,3.0,,,,
low,xgb,mean,0.4081733800729177,0.4091552265993628,0.4669821395481447,0.444198234827118,0.44257659506606933,503.8,0.35082962368171866,0.332484777830962,0.33234355688903106,584.6,0.4416874351408344,0.4855922955427367,0.4495999882636526,527.0,6461.6,1615.4,16.0,4.0,0.4402011494252873,0.4370181769580326,0.43410852713178294,129.0
low,mlp,0,0.4712810628584649,0.4823044619804039,0.6905537459283387,0.507177033492823,0.5848275862068966,418.0,0.2845849802371542,0.2155688622754491,0.2453151618398637,334.0,0.4818181818181818,0.7402234636871509,0.5837004405286343,358.0,6967.0,1110.0,16.0,4.0,,,,
low,mlp,1,0.42138237937477424,0.43177508547492344,0.3235831809872029,0.5205882352941177,0.399098083427283,340.0,0.47150997150997154,0.4762589928057554,0.47387258410880456,695.0,0.5708154506437768,0.2975391498881432,0.3911764705882353,447.0,6595.0,1482.0,16.0,4.0,,,,
low,mlp,2,0.4714125956759676,0.4747778521239525,0.5601336302895323,0.5533553355335533,0.5567238516878804,909.0,0.34986595174262736,0.32063882063882065,0.3346153846153846,814.0,0.5,0.5479951397326853,0.5228985507246376,823.0,5531.0,2546.0,15.0,5.0,,,,
low,mlp,3,0.4607926069202665,0.45548434677786465,0.432657926102503,0.6772388059701493,0.528,536.0,0.44664031620553357,0.33781763826606875,0.38468085106382977,669.0,0.5414847161572053,0.41471571906354515,0.4696969696969697,598.0,6274.0,1803.0,16.0,4.0,,,,
low,mlp,4,0.4521060090702948,0.44764986496359105,0.392226148409894,0.7025316455696202,0.5034013605442177,316.0,0.4279475982532751,0.2384428223844282,0.30625,411.0,0.6011730205278593,0.5012224938875306,0.5466666666666666,409.0,6941.0,1136.0,17.0,3.0,,,,
low,mlp,mean,0.45539493077995363,0.4583983222641471,0.4798309263434942,0.5921782111720526,0.5144101763732556,503.8,0.3961097635897123,0.3177454272741044,0.3489467963255765,584.6,0.5390582738294045,0.5003391932518111,0.5028278196410287,527.0,6461.6,1615.4,16.0,4.0,0.5263238303791102,0.5201189836358393,0.5348837209302325,129.0
low,ftt,0,0.42927348443579927,0.44073207020980326,0.7121212121212122,0.44976076555023925,0.5513196480938416,418.0,0.23715415019762845,0.17964071856287425,0.20442930153321975,334.0,0.4266441821247892,0.7067039106145251,0.5320715036803365,358.0,6967.0,1110.0,16.0,4.0,,,,
low,ftt,1,0.41898646123992006,0.41852088269623594,0.3588235294117647,0.538235294117647,0.43058823529411766,340.0,0.43788819875776397,0.40575539568345326,0.421209858103062,695.0,0.47865853658536583,0.3512304250559284,0.40516129032258064,447.0,6595.0,1482.0,16.0,4.0,,,,
low,ftt,2,0.4354814820881148,0.43715942256473844,0.5055900621118012,0.44774477447744776,0.4749124854142357,909.0,0.352,0.32432432432432434,0.3375959079283887,814.0,0.4520686175580222,0.5443499392466585,0.49393605292171994,823.0,5531.0,2546.0,15.0,5.0,,,,
low,ftt,3,0.43432926024437374,0.4276955257045593,0.42857142857142855,0.6100746268656716,0.5034642032332564,536.0,0.4008714596949891,0.2750373692077728,0.3262411347517731,669.0,0.4802065404475043,0.4665551839464883,0.4732824427480916,598.0,6274.0,1803.0,16.0,4.0,,,,
low,ftt,4,0.4783348007577639,0.47370162800411075,0.4342629482071713,0.689873417721519,0.5330073349633252,316.0,0.44904458598726116,0.34306569343065696,0.3889655172413793,411.0,0.584375,0.4572127139364303,0.5130315500685871,409.0,6941.0,1136.0,17.0,3.0,,,,
low,ftt,mean,0.4392810977531944,0.43956190583588955,0.4878738360846756,0.5471377757465049,0.4986583813997553,503.8,0.37539167892752856,0.3055647002418163,0.3356883439115646,584.6,0.4843905753431363,0.5052104345600061,0.48349656794826323,527.0,6461.6,1615.4,16.0,4.0,0.45219319732191304,0.4475755271566512,0.4573643410852713,129.0
low,mamba_ssm_v1,0,0.5068289887403544,0.5172558308223065,0.8883928571428571,0.47607655502392343,0.6199376947040498,418.0,0.5546875,0.2125748502994012,0.30735930735930733,334.0,0.4366754617414248,0.9245810055865922,0.5931899641577061,358.0,6967.0,1110.0,16.0,4.0,,,,
low,mamba_ssm_v1,1,0.6466307292731567,0.6497023667215297,0.5880077369439072,0.8941176470588236,0.7094515752625438,340.0,0.6796116504854369,0.7050359712230215,0.692090395480226,695.0,0.7622950819672131,0.4161073825503356,0.5383502170767004,447.0,6595.0,1482.0,16.0,4.0,,,,
low,mamba_ssm_v1,2,0.6862523021889585,0.6916386524674518,0.7727272727272727,0.8976897689768977,0.8305343511450382,909.0,0.6137071651090342,0.48402948402948404,0.5412087912087912,814.0,0.6768867924528302,0.6974483596597812,0.687013764213046,823.0,5531.0,2546.0,15.0,5.0,,,,
low,mamba_ssm_v1,3,0.5607867737166466,0.5564243949869471,0.639763779527559,0.6063432835820896,0.6226053639846744,536.0,0.4538922155688623,0.5665171898355755,0.5039893617021277,669.0,0.6391304347826087,0.4916387959866221,0.555765595463138,598.0,6274.0,1803.0,16.0,4.0,,,,
low,mamba_ssm_v1,4,0.7514423640115521,0.737548629783717,0.9074074074074074,0.930379746835443,0.91875,316.0,0.6467661691542289,0.6326034063260341,0.6396063960639606,411.0,0.6951219512195121,0.6968215158924206,0.6959706959706959,409.0,6941.0,1136.0,17.0,3.0,,,,
low,mamba_ssm_v1,mean,0.6303882315861336,0.6305139749563904,0.7592598107498008,0.7609214002954354,0.7402557970192613,503.8,0.5897329400635124,0.5201521803427033,0.5368508503628826,584.6,0.6420219444327178,0.6453194119351504,0.6140580473762572,527.0,6461.6,1615.4,16.0,4.0,0.6523452826823614,0.648392997125686,0.6511627906976745,129.0
med,logreg,0,0.3824813986542792,0.3933252933530341,0.5435435435435435,0.43301435406698563,0.48202396804260983,418.0,0.32926829268292684,0.08083832335329341,0.12980769230769232,334.0,0.40575539568345326,0.7877094972067039,0.5356125356125356,358.0,6967.0,1110.0,16.0,4.0,,,,
med,logreg,1,0.39047540973479844,0.39460629604502856,0.29591836734693877,0.5117647058823529,0.375,340.0,0.44982698961937717,0.37410071942446044,0.408483896307934,695.0,0.46835443037974683,0.33109619686800895,0.38794233289646135,447.0,6595.0,1482.0,16.0,4.0,,,,
med,logreg,2,0.46053217984501565,0.46262870470864703,0.4948453608247423,0.528052805280528,0.5109100585417775,909.0,0.3475609756097561,0.3501228501228501,0.3488372093023256,814.0,0.544973544973545,0.5006075334143378,0.5218492716909436,823.0,5531.0,2546.0,15.0,5.0,,,,
med,logreg,3,0.44063307462020757,0.43784347282087,0.4246987951807229,0.5261194029850746,0.47,536.0,0.4024767801857585,0.38863976083707025,0.39543726235741444,669.0,0.5050709939148073,0.41638795986622074,0.45646196150320806,598.0,6274.0,1803.0,16.0,4.0,,,,
med,logreg,4,0.3977565189497712,0.3926925772824609,0.3981042654028436,0.5316455696202531,0.45528455284552843,316.0,0.3522012578616352,0.1362530413625304,0.19649122807017544,411.0,0.4702702702702703,0.6381418092909535,0.5414937759336099,409.0,6941.0,1136.0,17.0,3.0,,,,
med,logreg,mean,0.4143757163608145,0.4162192688420081,0.4314220664597582,0.5061193675670388,0.4586437158859831,503.8,0.3762668591918908,0.2659909390200409,0.2958114576691083,584.6,0.47888492704436453,0.5347885993292449,0.4886719755273517,527.0,6461.6,1615.4,16.0,4.0,0.5150276713495104,0.5100794994406328,0.5193798449612403,129.0
med,rf,0,0.29662028689819064,0.3021658469026094,0.543010752688172,0.24162679425837322,0.3344370860927152,418.0,0.15384615384615385,0.11976047904191617,0.13468013468013468,334.0,0.32379518072289154,0.6005586592178771,0.4207436399217221,358.0,6967.0,1110.0,16.0,4.0,,,,
med,rf,1,0.3285548486824224,0.32245270166710494,0.31151832460732987,0.35,0.3296398891966759,340.0,0.36075949367088606,0.2460431654676259,0.2925577416595381,695.0,0.31150159744408945,0.436241610738255,0.3634669151910531,447.0,6595.0,1482.0,16.0,4.0,,,,
med,rf,2,0.3731916708291349,0.3743664485164038,0.42289156626506025,0.38613861386138615,0.40368027602070156,909.0,0.3093220338983051,0.35872235872235875,0.3321956769055745,814.0,0.3963730569948187,0.3718104495747266,0.38369905956112854,823.0,5531.0,2546.0,15.0,5.0,,,,
med,rf,3,0.3667192470086027,0.36621405007519187,0.4010889292196007,0.4123134328358209,0.40662373505059796,536.0,0.3595933926302414,0.42301943198804187,0.38873626373626374,669.0,0.34838709677419355,0.2709030100334448,0.3047977422389464,598.0,6274.0,1803.0,16.0,4.0,,,,
med,rf,4,0.3814300744529133,0.37732274582730574,0.33049403747870526,0.6139240506329114,0.42967884828349945,316.0,0.3707865168539326,0.24087591240875914,0.2920353982300885,411.0,0.5177304964539007,0.3569682151589242,0.42257597684515197,409.0,6941.0,1136.0,17.0,3.0,,,,
med,rf,mean,0.3493032255742528,0.3485043585977231,0.40180072205177364,0.40080057831769833,0.380811966928838,503.8,0.3108615181799038,0.2776842695257403,0.28804104304231987,584.6,0.37955748567797876,0.4072963889446456,0.37905666675160044,527.0,6461.6,1615.4,16.0,4.0,0.39595790682747206,0.39253191477660637,0.3953488372093023,129.0
med,xgb,0,0.32114690366778015,0.3290826544964136,0.583732057416268,0.291866028708134,0.38915470494417864,418.0,0.14634146341463414,0.10778443113772455,0.12413793103448276,334.0,0.3480916030534351,0.6368715083798883,0.4501480750246792,358.0,6967.0,1110.0,16.0,4.0,,,,
med,xgb,1,0.3333354877139912,0.3300456650360196,0.3139240506329114,0.36470588235294116,0.33741496598639453,340.0,0.3782696177062374,0.27050359712230215,0.31543624161073824,695.0,0.3050847457627119,0.40268456375838924,0.3471552555448409,447.0,6595.0,1482.0,16.0,4.0,,,,
med,xgb,2,0.359660742212027,0.3602614501079542,0.42736248236953456,0.3333333333333333,0.37453646477132263,909.0,0.2994071146245059,0.37223587223587223,0.33187294633077763,814.0,0.37212121212121213,0.3730255164034022,0.3725728155339806,823.0,5531.0,2546.0,15.0,5.0,,,,
med,xgb,3,0.3859273506764327,0.38513672082367256,0.4359925788497217,0.43843283582089554,0.4372093023255814,536.0,0.3696172248803828,0.4618834080717489,0.4106312292358804,669.0,0.37149532710280375,0.26588628762541805,0.30994152046783624,598.0,6274.0,1803.0,16.0,4.0,,,,
med,xgb,4,0.40631188141208946,0.40398354119354474,0.349609375,0.5664556962025317,0.4323671497584541,316.0,0.401673640167364,0.23357664233576642,0.2953846153846154,411.0,0.5064935064935064,0.4767726161369193,0.491183879093199,409.0,6941.0,1136.0,17.0,3.0,,,,
med,xgb,mean,0.36127647313646405,0.36170200633152094,0.4221241088536871,0.39895875528356717,0.3941365175571862,503.8,0.31906181215862484,0.28919679018068284,0.2954925927192989,584.6,0.38065727890673384,0.43104809846080344,0.3942003091329072,527.0,6461.6,1615.4,16.0,4.0,0.39789839789839787,0.39476285987913895,0.3953488372093023,129.0
med,mlp,0,0.37864962642740424,0.38667695164391863,0.532258064516129,0.39473684210526316,0.4532967032967033,418.0,0.23605150214592274,0.16467065868263472,0.19400352733686066,334.0,0.3985890652557319,0.6312849162011173,0.48864864864864865,358.0,6967.0,1110.0,16.0,4.0,,,,
med,mlp,1,0.35249066005620494,0.36538458013231156,0.2626970227670753,0.4411764705882353,0.32930845225027444,340.0,0.41893830703012913,0.4201438848920863,0.41954022988505746,695.0,0.4766355140186916,0.22818791946308725,0.3086232980332829,447.0,6595.0,1482.0,16.0,4.0,,,,
med,mlp,2,0.39485506440240264,0.3969797303390898,0.45930232558139533,0.43454345434543457,0.4465799886941775,909.0,0.2979002624671916,0.2788697788697789,0.2880710659898477,814.0,0.4253246753246753,0.4775212636695018,0.44991413852318257,823.0,5531.0,2546.0,15.0,5.0,,,,
med,mlp,3,0.40553655248105874,0.4000852993081435,0.37840785169029445,0.6473880597014925,0.47763248451479695,536.0,0.4092920353982301,0.2765321375186846,0.33006244424620873,669.0,0.4861751152073733,0.3528428093645485,0.40891472868217055,598.0,6274.0,1803.0,16.0,4.0,,,,
med,mlp,4,0.4023424454852201,0.397003489729175,0.35121951219512193,0.6835443037974683,0.4640171858216971,316.0,0.39325842696629215,0.170316301703163,0.23769100169779286,411.0,0.5539358600583091,0.46454767726161367,0.5053191489361702,409.0,6941.0,1136.0,17.0,3.0,,,,
med,mlp,mean,0.38677486977045816,0.3892260102305277,0.39677695535000324,0.5202778261075788,0.4341669629155299,503.8,0.35108810680155317,0.2621065523332695,0.2938736538311535,584.6,0.4681320459729562,0.4308769171919737,0.432283992564691,527.0,6461.6,1615.4,16.0,4.0,0.40165832347515146,0.39576602801940036,0.4108527131782946,129.0
med,ftt,0,0.37821952500744577,0.38442690815244246,0.5592592592592592,0.361244019138756,0.438953488372093,418.0,0.2404692082111437,0.24550898203592814,0.24296296296296296,334.0,0.38877755511022044,0.5418994413407822,0.45274212368728123,358.0,6967.0,1110.0,16.0,4.0,,,,
med,ftt,1,0.35326792468332235,0.35632843146395543,0.29074074074074074,0.46176470588235297,0.3568181818181818,340.0,0.39804241435562804,0.3510791366906475,0.3730886850152905,695.0,0.3890577507598784,0.28635346756152125,0.32989690721649484,447.0,6595.0,1482.0,16.0,4.0,,,,
med,ftt,2,0.39724914274655876,0.3977482428756248,0.42565947242206237,0.39053905390539057,0.40734366035570857,909.0,0.3442622950819672,0.36117936117936117,0.35251798561151076,814.0,0.4230769230769231,0.44106925880923453,0.4318857822724569,823.0,5531.0,2546.0,15.0,5.0,,,,
med,ftt,3,0.38282558240784575,0.37877199466999434,0.36507936507936506,0.47201492537313433,0.41171684296175753,536.0,0.4039408866995074,0.24514200298953662,0.30511627906976746,669.0,0.3991477272727273,0.4698996655518395,0.43164362519201227,598.0,6274.0,1803.0,16.0,4.0,,,,
med,ftt,4,0.4303710014822462,0.42555502357834774,0.3860294117647059,0.6645569620253164,0.4883720930232558,316.0,0.437125748502994,0.35523114355231145,0.3919463087248322,411.0,0.5310077519379846,0.33496332518337407,0.4107946026986507,409.0,6941.0,1136.0,17.0,3.0,,,,
med,ftt,mean,0.3883866352654838,0.38856612014807296,0.40535364985322675,0.47002393326499003,0.4206408533061993,503.8,0.36476811057024805,0.31162812528955697,0.33312644427687277,584.6,0.4262135416315468,0.41483703168935027,0.41139260821337914,527.0,6461.6,1615.4,16.0,4.0,0.36473604101578144,0.3577606009288912,0.3798449612403101,129.0
med,mamba_ssm_v1,0,0.42383942514101597,0.42983793449696217,0.7553191489361702,0.3397129186602871,0.46864686468646866,418.0,0.345,0.20658682634730538,0.25842696629213485,334.0,0.407202216066482,0.8212290502793296,0.5444444444444444,358.0,6967.0,1110.0,16.0,4.0,,,,
med,mamba_ssm_v1,1,0.5633445193111154,0.5761717618355799,0.4918032786885246,0.6176470588235294,0.5475880052151239,340.0,0.5919899874843555,0.6805755395683454,0.6331994645247657,695.0,0.69921875,0.4004474272930649,0.5092460881934566,447.0,6595.0,1482.0,16.0,4.0,,,,
med,mamba_ssm_v1,2,0.6125584413674082,0.6170440489688446,0.6909448818897638,0.7722772277227723,0.7293506493506493,909.0,0.5185185185185185,0.41277641277641275,0.45964432284541723,814.0,0.626984126984127,0.6719319562575942,0.6486803519061584,823.0,5531.0,2546.0,15.0,5.0,,,,
med,mamba_ssm_v1,3,0.5129283959644453,0.5080184656437531,0.5867924528301887,0.5802238805970149,0.5834896810506567,536.0,0.4211212516297262,0.4828101644245142,0.44986072423398327,669.0,0.5513833992094862,0.4665551839464883,0.5054347826086957,598.0,6274.0,1803.0,16.0,4.0,,,,
med,mamba_ssm_v1,4,0.6338931451147141,0.6241318846800991,0.8226415094339623,0.689873417721519,0.7504302925989673,316.0,0.5060240963855421,0.5109489051094891,0.5084745762711864,411.0,0.6096491228070176,0.6797066014669927,0.6427745664739885,409.0,6941.0,1136.0,17.0,3.0,,,,
med,mamba_ssm_v1,mean,0.5493127853797397,0.5510408191250478,0.6695002543557219,0.5999469007050247,0.6159010985803731,503.8,0.4765307708036285,0.4587395696452134,0.46192121083349746,584.6,0.5788875230134225,0.6079740438486939,0.5701160467253487,527.0,6461.6,1615.4,16.0,4.0,0.5688937303316388,0.5661909667685622,0.5658914728682171,129.0
high,logreg,0,0.35709549708179744,0.36666882559395886,0.48314606741573035,0.41148325358851673,0.4444444444444444,418.0,0.3181818181818182,0.08383233532934131,0.13270142180094788,334.0,0.37987987987987987,0.7067039106145251,0.494140625,358.0,6967.0,1110.0,16.0,4.0,,,,
high,logreg,1,0.355991789035263,0.3617279184450285,0.26791808873720135,0.46176470588235297,0.3390928725701944,340.0,0.42334494773519166,0.3496402877697842,0.3829787234042553,695.0,0.41304347826086957,0.2975391498881432,0.3459037711313394,447.0,6595.0,1482.0,16.0,4.0,,,,
high,logreg,2,0.42978394131029596,0.4310467651946604,0.4552319309600863,0.46424642464246424,0.4596949891067538,909.0,0.3336864406779661,0.386977886977887,0.3583617747440273,814.0,0.522962962962963,0.4289185905224787,0.4712950600801068,823.0,5531.0,2546.0,15.0,5.0,,,,
high,logreg,3,0.4192658119314818,0.4174551472517341,0.3853073463268366,0.47947761194029853,0.42726517040731504,536.0,0.4064625850340136,0.3572496263079223,0.38027048528241847,669.0,0.4708029197080292,0.431438127090301,0.450261780104712,598.0,6274.0,1803.0,16.0,4.0,,,,
high,logreg,4,0.3840827590960271,0.3805258040217709,0.3768472906403941,0.48417721518987344,0.42382271468144045,316.0,0.38461538461538464,0.145985401459854,0.21164021164021163,411.0,0.4425087108013937,0.6210268948655256,0.5167853509664293,409.0,6941.0,1136.0,17.0,3.0,,,,
high,logreg,mean,0.3892439596909731,0.39148489210143056,0.39369014481604975,0.46022984224870117,0.41886403824202967,503.8,0.3732582352488748,0.2647371075689578,0.2931905233743721,584.6,0.4458395903226271,0.4971253345961947,0.45567731745651746,527.0,6461.6,1615.4,16.0,4.0,0.44893102924142125,0.4458291326452067,0.4496124031007752,129.0
high,rf,0,0.2786071221944151,0.2816251381484421,0.4880952380952381,0.19617224880382775,0.27986348122866894,418.0,0.1543859649122807,0.1317365269461078,0.1421647819063005,334.0,0.319634703196347,0.5865921787709497,0.41379310344827586,358.0,6967.0,1110.0,16.0,4.0,,,,
high,rf,1,0.3202420366462521,0.31539986913247847,0.29476584022038566,0.31470588235294117,0.30440967283072545,340.0,0.35807860262008734,0.23597122302158274,0.2844752818733738,695.0,0.31164901664145234,0.4608501118568233,0.37184115523465705,447.0,6595.0,1482.0,16.0,4.0,,,,
high,rf,2,0.3480636309792813,0.3488795751245324,0.3931203931203931,0.35203520352035206,0.371445153801509,909.0,0.3149113660062565,0.371007371007371,0.34066553863508175,814.0,0.3428201811125485,0.3219927095990279,0.33208020050125314,823.0,5531.0,2546.0,15.0,5.0,,,,
high,rf,3,0.37483061278504826,0.37498260813730927,0.39587242026266417,0.39365671641791045,0.39476145930776424,536.0,0.3712418300653595,0.42451420029895365,0.39609483960948394,669.0,0.36435643564356435,0.3076923076923077,0.33363553943789664,598.0,6274.0,1803.0,16.0,4.0,,,,
high,rf,4,0.3693037027759067,0.366017714568713,0.3169877408056042,0.5727848101265823,0.4081172491544532,316.0,0.39245283018867927,0.25304136253041365,0.3076923076923077,411.0,0.4633333333333333,0.33985330073349634,0.3921015514809591,409.0,6941.0,1136.0,17.0,3.0,,,,
high,rf,mean,0.3382094210761807,0.3373809810222951,0.377768326500857,0.3658709722443227,0.35171940326462414,503.8,0.31821411875853267,0.2832541367608858,0.29421854994330954,584.6,0.36035873398544915,0.403396121730521,0.36869031002060837,527.0,6461.6,1615.4,16.0,4.0,0.3630661453242099,0.3609652413103276,0.3643410852713178,129.0
high,xgb,0,0.294626562808381,0.29986609060319136,0.51010101010101,0.24162679425837322,0.32792207792207795,418.0,0.15129151291512916,0.12275449101796407,0.13553719008264462,334.0,0.32761310452418096,0.5865921787709497,0.42042042042042044,358.0,6967.0,1110.0,16.0,4.0,,,,
high,xgb,1,0.29858690872336097,0.30062157139206486,0.26373626373626374,0.2823529411764706,0.2727272727272727,340.0,0.35,0.26187050359712233,0.29958847736625516,695.0,0.2826086956521739,0.378076062639821,0.32344497607655504,447.0,6595.0,1482.0,16.0,4.0,,,,
high,xgb,2,0.3352125890062054,0.335690946798509,0.3912448700410397,0.3146314631463146,0.348780487804878,909.0,0.2948593598448109,0.37346437346437344,0.32953929539295396,814.0,0.3354591836734694,0.3195625759416768,0.3273179838207841,823.0,5531.0,2546.0,15.0,5.0,,,,
high,xgb,3,0.34725145902882143,0.3473521336670234,0.3795066413662239,0.373134328358209,0.37629350893697083,536.0,0.3419434194341943,0.4155455904334828,0.37516869095816463,669.0,0.3326133909287257,0.25752508361204013,0.29029217719132894,598.0,6274.0,1803.0,16.0,4.0,,,,
high,xgb,4,0.3991725501237973,0.39828786302354596,0.3360655737704918,0.5189873417721519,0.4079601990049751,316.0,0.42424242424242425,0.2384428223844282,0.3052959501557632,411.0,0.47961630695443647,0.4889975550122249,0.48426150121065376,409.0,6941.0,1136.0,17.0,3.0,,,,
high,xgb,mean,0.3349700139381132,0.3363637210968669,0.37613087180300586,0.34614657374230384,0.34673670927923494,503.8,0.31246734328731174,0.28241555617947417,0.28902592079115635,584.6,0.3515821363465973,0.40615069119534253,0.36914741174394844,527.0,6461.6,1615.4,16.0,4.0,0.3667303710781972,0.36386404293381036,0.3643410852713178,129.0
high,mlp,0,0.3430146022233667,0.34990388787589033,0.4565826330532213,0.38995215311004783,0.4206451612903226,418.0,0.22468354430379747,0.2125748502994012,0.21846153846153846,334.0,0.35469107551487417,0.4329608938547486,0.389937106918239,358.0,6967.0,1110.0,16.0,4.0,,,,
high,mlp,1,0.3157690797432163,0.3311209495359682,0.23941068139963168,0.38235294117647056,0.2944507361268403,340.0,0.38980716253443526,0.4071942446043165,0.398311048557354,695.0,0.39436619718309857,0.18791946308724833,0.2545454545454545,447.0,6595.0,1482.0,16.0,4.0,,,,
high,mlp,2,0.3783346619498482,0.37987348428588713,0.4334916864608076,0.40154015401540155,0.4169046259280411,909.0,0.31234567901234567,0.3108108108108108,0.31157635467980294,814.0,0.39038031319910516,0.4240583232077764,0.40652300524170065,823.0,5531.0,2546.0,15.0,5.0,,,,
high,mlp,3,0.38427214277054755,0.37887967773592984,0.36435868331441545,0.5988805970149254,0.45306986591390264,536.0,0.39622641509433965,0.25112107623318386,0.3074107959743824,669.0,0.43172690763052207,0.3595317725752508,0.39233576642335766,598.0,6274.0,1803.0,16.0,4.0,,,,
